Brand_ID,Brand_Name,Sustainability_Rating,Material_Type,Eco_Friendly_Manufacturing,Carbon_Footprint_MT,Water_Usage_Liters,Waste_Production_KG,Recycling_Programs
BRAND-0313,Brand_313,C,Recycled Polyester,No,412.2,3102335.14,2979.28,Yes
BRAND-0314,Brand_314,D,Bamboo Fabric,No,347.55,3391509.89,11004.88,Yes
BRAND-0315,Brand_315,B,Vegan Leather,Yes,342.44,1707917.21,93574.99,Yes
BRAND-0316,Brand_316,A,Hemp,No,330.19,2544666.29,50093.44,Yes
BRAND-0317,Brand_317,B,Organic Cotton,No,130.83,3251702.31,57570.41,Yes
BRAND-0318,Brand_318,C,Tencel,Yes,381.07,3532037.08,51894.28,Yes
BRAND-0319,Brand_319,C,Hemp,No,285.18,3174834.11,49732.34,No
BRAND-0320,Brand_320,D,Bamboo Fabric,No,200.8,2273686.14,25016.14,No
BRAND-0321,Brand_321,B,Tencel,No,240.45,3862388.49,53205.79,Yes
BRAND-0322,Brand_322,C,Vegan Leather,Yes,429.31,1711165.29,38929.02,No
BRAND-0323,Brand_323,D,Tencel,Yes,426.88,233853.33,40305.81,Yes
BRAND-0324,Brand_324,C,Tencel,No,33.75,3289284.18,53534.85,No
BRAND-0325,Brand_325,D,Organic Cotton,Yes,445.94,4219453.35,16867.51,No
BRAND-0326,Brand_326,B,Tencel,Yes,92.04,3302579.86,36972.8,No
BRAND-0327,Brand_327,D,Hemp,Yes,86.56,1797804.18,16024.84,No
BRAND-0328,Brand_328,A,Organic Cotton,No,188.92,1514152.88,24839.64,Yes
BRAND-0329,Brand_329,D,Bamboo Fabric,Yes,257.55,4228678,57248.59,No
BRAND-0330,Brand_330,C,Hemp,No,395.59,231582.7,25690.74,Yes
BRAND-0331,Brand_331,D,Tencel,No,95.04,3371818.05,67591.97,No
BRAND-0332,Brand_332,B,Recycled Polyester,Yes,71.81,546189.02,43746.73,No
BRAND-0333,Brand_333,A,Recycled Polyester,No,247.08,2050795.79,95320.79,No
BRAND-0334,Brand_334,D,Bamboo Fabric,No,200.51,2347753.58,61822.92,Yes
BRAND-0335,Brand_335,B,Recycled Polyester,Yes,279.67,1070856.35,68331.45,Yes
BRAND-0336,Brand_336,C,Vegan Leather,No,473.58,1669616.21,95790.93,No
BRAND-0337,Brand_337,C,Organic Cotton,No,434.83,1770001.42,45331.13,Yes
BRAND-0338,Brand_338,B,Bamboo Fabric,No,291.23,4111432.76,90327.33,No
BRAND-0339,Brand_339,B,Recycled Polyester,No,189.13,3595068.12,10319.44,Yes
BRAND-0340,Brand_340,A,Tencel,Yes,128.36,4930518.62,11960.54,Yes
BRAND-0341,Brand_341,B,Organic Cotton,Yes,86.69,2022535.26,66621.05,Yes
BRAND-0342,Brand_342,A,Organic Cotton,No,33.19,805391.19,85326.01,Yes
BRAND-0343,Brand_343,A,Hemp,Yes,305.61,432244.46,23514.43,No
BRAND-0344,Brand_344,A,Hemp,Yes,441.86,493338.39,76112.03,No
BRAND-0345,Brand_345,D,Hemp,No,469.99,3651352.1,31182.5,Yes
BRAND-0346,Brand_346,C,Recycled Polyester,Yes,370.32,91423.69,96637.83,No
BRAND-0347,Brand_347,D,Vegan Leather,Yes,290.71,267076.88,62010.62,Yes
BRAND-0348,Brand_348,B,Bamboo Fabric,No,81.98,604010.15,46063.12,No
BRAND-0349,Brand_349,C,Vegan Leather,Yes,266.21,2553304.72,92564.83,Yes
BRAND-0350,Brand_350,C,Recycled Polyester,Yes,159.92,3514061.14,5821.49,Yes
BRAND-0351,Brand_351,B,Vegan Leather,Yes,152.79,4087947.43,58711.75,Yes
BRAND-0352,Brand_352,D,Bamboo Fabric,No,246.1,1321704.73,53230.9,Yes
BRAND-0353,Brand_353,B,Recycled Polyester,Yes,201,1525468.84,69895.58,Yes
BRAND-0354,Brand_354,C,Bamboo Fabric,Yes,188.89,4508670.45,84953.64,No
BRAND-0355,Brand_355,D,Bamboo Fabric,Yes,325.16,1905318.69,61017.52,Yes
BRAND-0356,Brand_356,D,Tencel,No,99.76,4507441.8,97415.01,No
BRAND-0357,Brand_357,D,Tencel,Yes,268.05,3257393.89,34821.94,No
BRAND-0358,Brand_358,B,Hemp,Yes,270.76,4083032.88,20261.41,No
BRAND-0359,Brand_359,D,Recycled Polyester,Yes,49.65,4217200.78,32991.78,No
BRAND-0360,Brand_360,D,Organic Cotton,Yes,403.74,4734369.86,60175.21,No
BRAND-0361,Brand_361,D,Organic Cotton,No,217.15,3396888.68,69574.9,No
BRAND-0362,Brand_362,C,Tencel,Yes,431.43,631831.66,78198.83,Yes
BRAND-0363,Brand_363,C,Recycled Polyester,No,293.46,686442.68,95261.57,Yes
BRAND-0364,Brand_364,D,Organic Cotton,No,336.15,1496327.42,2531.13,Yes
BRAND-0365,Brand_365,D,Tencel,Yes,3.58,3983398.15,34366.34,Yes
BRAND-0366,Brand_366,A,Bamboo Fabric,No,494.61,4779130.49,12212.4,Yes
BRAND-0367,Brand_367,D,Tencel,No,218,114093.6,98091.37,No
BRAND-0368,Brand_368,B,Recycled Polyester,Yes,293.87,2733977.16,74862.6,No
BRAND-0369,Brand_369,B,Hemp,Yes,346.28,204456.96,7098.54,Yes
BRAND-0370,Brand_370,B,Hemp,Yes,386.41,3084607.87,88243.89,Yes
BRAND-0371,Brand_371,C,Vegan Leather,Yes,388.35,1494494.83,92200.02,No
BRAND-0372,Brand_372,D,Hemp,No,75.22,3367967.17,35035.28,No
BRAND-0373,Brand_373,D,Organic Cotton,Yes,417.55,4447290.49,58208.95,No
BRAND-0374,Brand_374,B,Recycled Polyester,Yes,382.34,429079.99,8282.33,No
BRAND-0375,Brand_375,C,Recycled Polyester,Yes,214.55,1436548.82,41940.2,No
BRAND-0376,Brand_376,C,Tencel,Yes,361.16,1418808.35,86084.42,Yes
BRAND-0377,Brand_377,C,Vegan Leather,No,353.66,4526066.5,77346.87,Yes
BRAND-0378,Brand_378,C,Vegan Leather,No,231.86,633550.34,93929.29,Yes
BRAND-0379,Brand_379,A,Hemp,Yes,444.64,3391473.42,7432.5,Yes
BRAND-0380,Brand_380,A,Vegan Leather,Yes,369.27,3033377.71,78010.68,Yes
BRAND-0381,Brand_381,D,Bamboo Fabric,No,17.72,2214309.98,27219.27,No
BRAND-0382,Brand_382,C,Tencel,No,16.06,2063060.47,78908.07,No
BRAND-0383,Brand_383,B,Vegan Leather,Yes,26,75879.18,28608.67,No
BRAND-0384,Brand_384,D,Organic Cotton,Yes,79.98,1065832.36,55416.96,Yes
BRAND-0385,Brand_385,A,Vegan Leather,Yes,96.71,3621038.88,10891.97,Yes
BRAND-0386,Brand_386,C,Recycled Polyester,Yes,342.75,2790245.13,60111.4,No
BRAND-0387,Brand_387,B,Vegan Leather,Yes,207.74,1998801.61,35769.73,Yes
BRAND-0388,Brand_388,B,Bamboo Fabric,No,59.51,3594533.66,1343.91,No
BRAND-0389,Brand_389,B,Vegan Leather,Yes,289.02,340438.27,25595.84,Yes
BRAND-0390,Brand_390,A,Recycled Polyester,Yes,270.66,3814256.14,74723.9,Yes
BRAND-0391,Brand_391,B,Recycled Polyester,Yes,453.42,2391233.23,42622.78,No
BRAND-0392,Brand_392,B,Bamboo Fabric,No,208.05,3706960.31,5665.43,Yes
BRAND-0393,Brand_393,D,Vegan Leather,Yes,319.9,1018127.88,99898.66,No
BRAND-0394,Brand_394,D,Vegan Leather,Yes,224.32,3338361.26,41458.45,No
BRAND-0395,Brand_395,A,Bamboo Fabric,No,173.35,4205654.46,6463.05,Yes
BRAND-0396,Brand_396,B,Hemp,No,95.45,3686917.73,90258.29,Yes
BRAND-0397,Brand_397,C,Organic Cotton,No,137.05,2654537.88,52094.2,Yes
BRAND-0398,Brand_398,A,Hemp,No,73.86,1690745.29,23152.18,No
BRAND-0399,Brand_399,C,Hemp,No,128.07,1238469.56,54421.74,Yes
BRAND-0400,Brand_400,B,Recycled Polyester,Yes,246.54,3168122.69,54295.5,No
BRAND-0401,Brand_401,B,Recycled Polyester,No,463.64,918953.86,69613.53,Yes
BRAND-0402,Brand_402,B,Vegan Leather,Yes,26.56,3003710.98,96000.36,No
BRAND-0403,Brand_403,D,Hemp,Yes,257.09,3991350.14,23397.26,No
BRAND-0404,Brand_404,C,Bamboo Fabric,Yes,472.72,464476.71,26009.83,Yes
BRAND-0405,Brand_405,C,Recycled Polyester,No,317.26,160691.41,23177,Yes
BRAND-0406,Brand_406,C,Bamboo Fabric,Yes,52.62,4556696.16,87148.52,Yes
BRAND-0407,Brand_407,D,Recycled Polyester,No,179.77,827124.39,84339.09,Yes
BRAND-0408,Brand_408,A,Recycled Polyester,Yes,310.49,1272488.93,12390.3,No
BRAND-0409,Brand_409,D,Hemp,No,17.33,460485.41,2556.61,Yes
BRAND-0410,Brand_410,C,Tencel,Yes,153.37,836182.93,42677.17,Yes
BRAND-0411,Brand_411,A,Recycled Polyester,No,37.6,1049306.07,82455.06,Yes
BRAND-0412,Brand_412,C,Bamboo Fabric,No,42.36,1583260.58,94792.1,Yes
BRAND-0413,Brand_413,C,Recycled Polyester,Yes,335.15,2278847.29,51594.61,No
BRAND-0414,Brand_414,C,Recycled Polyester,No,286.36,4818202.51,45667.62,Yes
BRAND-0415,Brand_415,B,Tencel,Yes,176.13,4707828.74,80001.09,No
BRAND-0416,Brand_416,A,Organic Cotton,Yes,354.9,1495895.89,64033.12,Yes
BRAND-0417,Brand_417,C,Organic Cotton,Yes,218.79,4425403.09,85400.38,Yes
BRAND-0418,Brand_418,D,Organic Cotton,Yes,187.85,1287023.2,53690.32,No
BRAND-0419,Brand_419,D,Vegan Leather,No,348.13,4542789.99,78846.82,Yes
BRAND-0420,Brand_420,A,Tencel,No,357.72,4585286.3,3364.91,No
BRAND-0421,Brand_421,A,Recycled Polyester,Yes,302.15,2997800.31,26586.23,No
BRAND-0422,Brand_422,B,Tencel,Yes,134.49,4100158.16,40405.41,No
BRAND-0423,Brand_423,B,Recycled Polyester,Yes,185.93,804036.64,96722.35,Yes
BRAND-0424,Brand_424,A,Organic Cotton,No,266.23,1332561.45,55571.32,Yes
BRAND-0425,Brand_425,A,Tencel,No,118.87,2878062.8,14101.45,Yes
BRAND-0426,Brand_426,D,Recycled Polyester,No,430.21,605764,6785.66,Yes
BRAND-0427,Brand_427,B,Bamboo Fabric,Yes,429.68,4244492.73,97692.72,No
BRAND-0428,Brand_428,A,Recycled Polyester,Yes,360.25,3688661.47,65832.36,Yes
BRAND-0429,Brand_429,B,Organic Cotton,Yes,232.89,3393578.46,96650.43,No
BRAND-0430,Brand_430,C,Vegan Leather,Yes,251.71,2947610.36,94518.65,No
BRAND-0431,Brand_431,A,Tencel,Yes,49.75,1231142.49,83016.19,Yes
BRAND-0432,Brand_432,A,Recycled Polyester,Yes,389.34,1230730.25,83661.58,No
BRAND-0433,Brand_433,D,Tencel,No,230.52,2839100.87,28158.21,Yes
BRAND-0434,Brand_434,A,Vegan Leather,No,128.36,1760113.79,80497.83,Yes
BRAND-0435,Brand_435,D,Tencel,No,88.04,2048908.5,2261.83,Yes
BRAND-0436,Brand_436,C,Tencel,No,411.45,4014104.59,37178.65,No
BRAND-0437,Brand_437,A,Tencel,No,454.9,2009426.53,59003.24,No
BRAND-0438,Brand_438,D,Tencel,No,311.5,314458.58,76025.37,Yes
BRAND-0439,Brand_439,C,Bamboo Fabric,No,271.44,3602142.87,39586.48,No
BRAND-0440,Brand_440,B,Vegan Leather,No,337.74,351357.5,7759.92,Yes
BRAND-0441,Brand_441,D,Organic Cotton,Yes,210.64,1776026.24,5311.23,No
BRAND-0442,Brand_442,A,Organic Cotton,Yes,400.42,2517413.75,64804.68,No
BRAND-0443,Brand_443,D,Hemp,No,246.06,3476034.11,57263.22,No
BRAND-0444,Brand_444,D,Tencel,Yes,14.92,3198765.6,74019.95,Yes
BRAND-0445,Brand_445,B,Hemp,No,123.13,4626364.72,28215.68,Yes
BRAND-0446,Brand_446,B,Vegan Leather,Yes,306.66,2755208.48,10936.82,No
BRAND-0447,Brand_447,B,Bamboo Fabric,Yes,255.35,2241228.56,87395.98,Yes
BRAND-0448,Brand_448,B,Recycled Polyester,Yes,289.71,2863506.31,4925.81,No
BRAND-0449,Brand_449,D,Tencel,No,382.91,791788.69,57456.69,No
BRAND-0450,Brand_450,B,Bamboo Fabric,Yes,432.33,3849626.94,20156.23,No
BRAND-0451,Brand_451,A,Organic Cotton,No,46.58,2161891.35,6746.85,Yes
BRAND-0452,Brand_452,D,Vegan Leather,Yes,31.57,3041228.65,56771.7,No
BRAND-0453,Brand_453,B,Vegan Leather,No,63.29,4892612.03,76828.74,Yes
BRAND-0454,Brand_454,D,Recycled Polyester,No,234.71,3188711.74,95756.49,No
BRAND-0455,Brand_455,C,Organic Cotton,Yes,337.42,1233896.04,52024.34,Yes
BRAND-0456,Brand_456,A,Organic Cotton,Yes,97.86,3721735.67,46648.3,No
BRAND-0457,Brand_457,C,Organic Cotton,No,479.98,834506.51,96359.6,Yes
BRAND-0458,Brand_458,D,Tencel,Yes,131.45,982389.89,47136.61,Yes
BRAND-0459,Brand_459,C,Hemp,No,300.89,1403797.51,51651.02,Yes
BRAND-0460,Brand_460,A,Tencel,Yes,311.46,236346.51,88013.75,Yes
BRAND-0461,Brand_461,B,Vegan Leather,Yes,259.39,4217653.48,56376.79,Yes
BRAND-0462,Brand_462,B,Bamboo Fabric,No,137.37,1994932.05,71832.86,Yes
BRAND-0463,Brand_463,A,Vegan Leather,Yes,319.87,3368494.49,52147.84,No
BRAND-0464,Brand_464,B,Hemp,No,437.15,4755546.84,3281.86,Yes
BRAND-0465,Brand_465,D,Organic Cotton,Yes,172.19,2301935.12,81300.74,Yes
BRAND-0466,Brand_466,D,Recycled Polyester,No,499.6,4512536.49,33451.4,No
BRAND-0467,Brand_467,D,Bamboo Fabric,No,190.23,4666341.85,88242.58,No
BRAND-0468,Brand_468,D,Vegan Leather,No,432.32,657953.69,80805.31,Yes
BRAND-0469,Brand_469,A,Organic Cotton,No,456.05,1644292.16,66247.76,Yes
BRAND-0470,Brand_470,A,Organic Cotton,Yes,318.85,673499.07,62205.53,Yes
BRAND-0471,Brand_471,C,Bamboo Fabric,No,102.73,3279685.41,60218.23,No
BRAND-0472,Brand_472,A,Recycled Polyester,No,301.66,4831325.56,87399.42,Yes
BRAND-0473,Brand_473,C,Vegan Leather,No,212.21,4753033.11,26002.97,Yes
BRAND-0474,Brand_474,C,Recycled Polyester,Yes,180.9,3110018.96,9692.65,No
BRAND-0475,Brand_475,A,Tencel,No,462.54,288834.78,18019.95,No
BRAND-0476,Brand_476,C,Recycled Polyester,Yes,271.68,2165240.38,40763.45,No
BRAND-0477,Brand_477,D,Hemp,Yes,381.8,278136.31,89033.12,No
BRAND-0478,Brand_478,B,Vegan Leather,No,26.56,2069060.8,85712.97,Yes
BRAND-0479,Brand_479,C,Bamboo Fabric,No,329.04,1796631.8,14313.67,Yes
BRAND-0480,Brand_480,A,Tencel,No,129.36,4761824.14,85259.98,No
BRAND-0481,Brand_481,B,Hemp,Yes,140.03,2765217.87,95271.9,Yes
BRAND-0482,Brand_482,B,Hemp,Yes,64.44,4785178.84,72583.02,No
BRAND-0483,Brand_483,D,Recycled Polyester,No,404.51,2587941.55,76185.15,No
BRAND-0484,Brand_484,A,Recycled Polyester,No,468.49,4238599.77,73958.36,Yes
BRAND-0485,Brand_485,C,Organic Cotton,No,210.62,3410158.49,46195.2,Yes
BRAND-0486,Brand_486,B,Tencel,No,286.24,595004.11,58735.31,Yes
BRAND-0487,Brand_487,D,Hemp,No,85.24,716327.63,55456.01,No
BRAND-0488,Brand_488,C,Vegan Leather,Yes,432.5,2333572.66,77090.46,No
BRAND-0489,Brand_489,D,Vegan Leather,Yes,194.81,3615897.44,90744.8,No
BRAND-0490,Brand_490,C,Tencel,No,425,2338830.06,52835.21,No
BRAND-0491,Brand_491,D,Tencel,No,304.76,4080428.33,47474.64,No
BRAND-0492,Brand_492,C,Bamboo Fabric,No,39.51,514283.31,91453.97,No
BRAND-0493,Brand_493,C,Organic Cotton,No,140.84,4325041.29,1773.11,Yes
BRAND-0494,Brand_494,B,Hemp,Yes,286.58,4700187.29,93292.4,Yes
BRAND-0495,Brand_495,B,Tencel,Yes,201.35,155687.52,51009.23,Yes
BRAND-0496,Brand_496,A,Bamboo Fabric,Yes,456.03,260365.03,80547.15,Yes
BRAND-0497,Brand_497,B,Bamboo Fabric,No,61.01,4734444.74,61359.8,No
BRAND-0498,Brand_498,B,Bamboo Fabric,Yes,59.48,981356.74,61728.06,Yes
BRAND-0499,Brand_499,A,Organic Cotton,No,145.76,3980832.39,63411.32,No
BRAND-0500,Brand_500,B,Organic Cotton,Yes,308.83,4344935.25,36852.24,Yes
BRAND-0501,Brand_501,D,Recycled Polyester,Yes,170.9,4156918.5,11787.06,Yes
BRAND-0502,Brand_502,C,Organic Cotton,Yes,131.63,3401429.92,43134.5,Yes
BRAND-0503,Brand_503,A,Vegan Leather,Yes,196.71,4434542.65,64556.12,Yes
BRAND-0504,Brand_504,A,Recycled Polyester,No,269.88,1394934.4,44338.35,No
BRAND-0505,Brand_505,A,Recycled Polyester,No,393.51,2546056.5,30769.8,Yes
BRAND-0506,Brand_506,C,Bamboo Fabric,Yes,202.15,2277933.52,87348.4,Yes
BRAND-0507,Brand_507,B,Recycled Polyester,Yes,449.31,2297370.28,87311.03,Yes
BRAND-0508,Brand_508,A,Hemp,No,336.5,4921312.67,51242.17,No
BRAND-0509,Brand_509,D,Hemp,Yes,260.41,2070464.18,29013,Yes
BRAND-0510,Brand_510,B,Bamboo Fabric,Yes,385.48,4334659.7,12728.5,Yes
BRAND-0511,Brand_511,D,Bamboo Fabric,Yes,224.19,1987495.17,40362.93,Yes
BRAND-0512,Brand_512,B,Bamboo Fabric,Yes,234.08,4905966.89,36913.34,No
BRAND-0513,Brand_513,A,Bamboo Fabric,No,168.09,395019.09,91874.29,No
BRAND-0514,Brand_514,A,Tencel,Yes,318.99,1636290.41,18901.65,Yes
BRAND-0515,Brand_515,A,Hemp,No,419.46,1410240.05,68787.03,Yes
BRAND-0516,Brand_516,A,Hemp,Yes,132.4,2548502.46,31324.83,Yes
BRAND-0517,Brand_517,D,Hemp,Yes,153.23,2322922.19,74339.94,No
BRAND-0518,Brand_518,B,Bamboo Fabric,Yes,308.26,349475.98,78268.42,Yes
BRAND-0519,Brand_519,D,Bamboo Fabric,Yes,154.15,1488132.82,45937.04,No
BRAND-0520,Brand_520,C,Hemp,Yes,103.2,2235208.8,74224.72,No
BRAND-0521,Brand_521,D,Bamboo Fabric,Yes,109.36,2680038.74,39742.32,No
BRAND-0522,Brand_522,D,Hemp,No,293.77,3590757.13,68019.71,Yes
BRAND-0523,Brand_523,A,Organic Cotton,No,373.02,2114511.57,85238.5,No
BRAND-0524,Brand_524,C,Recycled Polyester,Yes,427.83,1973837.14,15543.07,No
BRAND-0525,Brand_525,A,Hemp,Yes,396.07,2031559.95,72242.29,Yes
BRAND-0526,Brand_526,B,Recycled Polyester,No,449.6,3933264.63,84542.63,No
BRAND-0527,Brand_527,A,Bamboo Fabric,Yes,491.94,3930911.45,15640.51,Yes
BRAND-0528,Brand_528,D,Bamboo Fabric,No,424.29,1864729.81,50722.99,No
BRAND-0529,Brand_529,A,Tencel,No,486.54,161770.8,42935.52,No
BRAND-0530,Brand_530,C,Hemp,No,255.44,3399131.63,64216.15,No
BRAND-0531,Brand_531,D,Hemp,No,330.66,2491038.53,9291.28,No
BRAND-0532,Brand_532,D,Recycled Polyester,Yes,433.68,1839713.28,81350.18,Yes
BRAND-0533,Brand_533,D,Recycled Polyester,No,356.99,4235780.25,43736.26,Yes
BRAND-0534,Brand_534,A,Vegan Leather,Yes,451.1,4057355.34,29053.67,No
BRAND-0535,Brand_535,B,Organic Cotton,Yes,425.41,2891730.63,33331.22,Yes
BRAND-0536,Brand_536,B,Organic Cotton,Yes,66.87,4160851.3,32350.46,Yes
BRAND-0537,Brand_537,D,Recycled Polyester,No,179.98,4598963.97,31857.63,Yes
BRAND-0538,Brand_538,B,Hemp,No,95.69,3619572.75,50141.12,Yes
BRAND-0539,Brand_539,C,Organic Cotton,Yes,238,4611134.76,31944.35,Yes
BRAND-0540,Brand_540,A,Organic Cotton,No,471.22,3904192.87,81025.65,No
BRAND-0541,Brand_541,C,Recycled Polyester,No,235.36,366922.84,37983.55,No
BRAND-0542,Brand_542,A,Vegan Leather,No,383.41,920021.51,93353.91,No
BRAND-0543,Brand_543,C,Vegan Leather,Yes,353.21,4463631.33,72264.02,Yes
BRAND-0544,Brand_544,D,Vegan Leather,Yes,11.1,3772339.58,50247.68,Yes
BRAND-0545,Brand_545,C,Tencel,No,479.33,3331125.2,35785.2,Yes
BRAND-0546,Brand_546,D,Bamboo Fabric,No,437.92,611213,20261.44,Yes
BRAND-0547,Brand_547,C,Tencel,Yes,257.76,4647654.03,66740.2,Yes
BRAND-0548,Brand_548,D,Recycled Polyester,No,430.97,601592.62,22891.62,No
BRAND-0549,Brand_549,D,Organic Cotton,No,11.3,648907.03,51023.46,No
BRAND-0550,Brand_550,B,Bamboo Fabric,Yes,33.94,4624110.75,27947.73,Yes
BRAND-0551,Brand_551,B,Vegan Leather,Yes,275.31,2434527.22,94942.79,Yes
BRAND-0552,Brand_552,D,Hemp,Yes,294.12,3077996.27,83908.39,Yes
BRAND-0553,Brand_553,B,Vegan Leather,Yes,137.58,2502829.25,42225.05,Yes
BRAND-0554,Brand_554,D,Vegan Leather,Yes,349.62,713502.05,29628.83,No
BRAND-0555,Brand_555,C,Hemp,No,83.26,3930888.23,33043.04,No
BRAND-0556,Brand_556,B,Tencel,Yes,317.56,174669.78,42128.46,No
BRAND-0557,Brand_557,B,Tencel,No,293.77,730283.5,88534.99,No
BRAND-0558,Brand_558,A,Organic Cotton,No,275.39,406789.47,63814.91,No
BRAND-0559,Brand_559,C,Bamboo Fabric,Yes,73.53,2871686.24,71456.34,Yes
BRAND-0560,Brand_560,D,Tencel,No,346.79,1375683.07,62796.45,No
BRAND-0561,Brand_561,C,Organic Cotton,No,453.47,4994589.78,25749.6,No
BRAND-0562,Brand_562,B,Recycled Polyester,No,65.32,3615345.61,32642.21,Yes
BRAND-0563,Brand_563,A,Tencel,Yes,65.21,4976169.41,3424.84,No
BRAND-0564,Brand_564,D,Tencel,No,120.03,2298374.2,46955.2,No
BRAND-0565,Brand_565,C,Bamboo Fabric,Yes,476.37,3742558.72,51512.79,Yes
BRAND-0566,Brand_566,B,Organic Cotton,Yes,207.33,4996484.49,66873.61,No
BRAND-0567,Brand_567,B,Vegan Leather,Yes,163.49,1845785.09,25822.54,Yes
BRAND-0568,Brand_568,A,Bamboo Fabric,No,187.97,1883933.77,55248.26,No
BRAND-0569,Brand_569,C,Vegan Leather,Yes,228.47,4491568.79,38665.06,Yes
BRAND-0570,Brand_570,D,Hemp,No,305.93,730430.43,67904.7,Yes
BRAND-0571,Brand_571,B,Bamboo Fabric,No,415.91,4566399.39,37574.68,No
BRAND-0572,Brand_572,C,Bamboo Fabric,Yes,85.18,918085.98,38623.44,Yes
BRAND-0573,Brand_573,B,Organic Cotton,No,21.75,4025817.44,35980.1,No
BRAND-0574,Brand_574,C,Vegan Leather,No,435.78,1665989.29,74256.77,No
BRAND-0575,Brand_575,A,Organic Cotton,Yes,335.54,2065274.15,50783.84,No
BRAND-0576,Brand_576,B,Hemp,No,445.26,3993995.39,5544.88,No
BRAND-0577,Brand_577,B,Bamboo Fabric,Yes,222.85,182136,6549.42,No
BRAND-0578,Brand_578,C,Recycled Polyester,Yes,481.22,2495943.65,26644.95,No
BRAND-0579,Brand_579,B,Vegan Leather,Yes,60.21,631421.65,28976.82,Yes
BRAND-0580,Brand_580,A,Bamboo Fabric,Yes,191.38,3611313.2,78928.25,No
BRAND-0581,Brand_581,A,Organic Cotton,No,134.85,3339945,96335.05,No
BRAND-0582,Brand_582,C,Vegan Leather,Yes,75.17,2537770.16,50120.48,Yes
BRAND-0583,Brand_583,A,Bamboo Fabric,No,310.98,1874799.11,58455.85,No
BRAND-0584,Brand_584,D,Recycled Polyester,No,203.85,754336.8,24350.15,No
BRAND-0585,Brand_585,D,Organic Cotton,Yes,201.7,2094645.66,29889.58,No
BRAND-0586,Brand_586,D,Recycled Polyester,Yes,185.28,3662164.63,2205.89,No
BRAND-0587,Brand_587,B,Hemp,No,366.81,4767323.1,67213.07,No
BRAND-0588,Brand_588,C,Bamboo Fabric,Yes,7.11,1396459.23,63504.95,Yes
BRAND-0589,Brand_589,B,Recycled Polyester,No,133.64,2032681.9,28249.6,No
BRAND-0590,Brand_590,B,Hemp,No,307.56,1336645.98,52329.34,Yes
BRAND-0591,Brand_591,A,Tencel,No,336.56,2113858.83,5074.78,Yes
BRAND-0592,Brand_592,D,Vegan Leather,No,452.96,1019014.63,73094.66,Yes
BRAND-0593,Brand_593,A,Tencel,No,110.45,3771213.88,60413.32,No
BRAND-0594,Brand_594,C,Vegan Leather,No,422.03,3741722.72,1090.04,No
BRAND-0595,Brand_595,C,Organic Cotton,No,17.3,3157564.93,30309.47,No
BRAND-0596,Brand_596,A,Tencel,No,374.63,2890443.96,37102.18,No
BRAND-0597,Brand_597,A,Hemp,No,45.3,2647194.71,87388.69,No
BRAND-0598,Brand_598,D,Hemp,No,499.59,3045827.88,14901.62,No
BRAND-0599,Brand_599,D,Tencel,No,14.43,3997164.18,9392.32,Yes
BRAND-0600,Brand_600,C,Hemp,Yes,280.84,3789488.55,82141.92,Yes
BRAND-0601,Brand_601,C,Hemp,Yes,30.74,4560087,85752.11,No
BRAND-0602,Brand_602,D,Organic Cotton,No,198.89,1379286.39,23164.24,Yes
BRAND-0603,Brand_603,B,Tencel,Yes,235.08,3466936.95,62607.78,No
BRAND-0604,Brand_604,C,Vegan Leather,No,333.25,731095.02,59996.84,Yes
BRAND-0605,Brand_605,A,Organic Cotton,No,54.76,3298689.71,9148.76,Yes
BRAND-0606,Brand_606,B,Recycled Polyester,Yes,498.31,4337696.8,34715.82,No
BRAND-0607,Brand_607,A,Bamboo Fabric,No,16.71,215344.69,68531.38,No
BRAND-0608,Brand_608,C,Tencel,No,328.94,2671589.23,29015.07,No
BRAND-0609,Brand_609,C,Bamboo Fabric,Yes,299.71,2358652.35,23233.89,No
BRAND-0610,Brand_610,D,Organic Cotton,Yes,365.08,1991311.55,48021.01,No
BRAND-0611,Brand_611,D,Bamboo Fabric,Yes,171.06,2852249.33,43839.35,No
BRAND-0612,Brand_612,A,Hemp,No,338.61,3215282.76,56307.1,No
BRAND-0613,Brand_613,A,Vegan Leather,No,317.34,1906375.98,73292.44,No
BRAND-0614,Brand_614,B,Tencel,No,45.62,2418752.13,11722.39,No
BRAND-0615,Brand_615,C,Recycled Polyester,Yes,420.49,4705440.12,88149.86,Yes
BRAND-0616,Brand_616,B,Bamboo Fabric,No,264.11,1972120.03,57494.11,No
BRAND-0617,Brand_617,B,Bamboo Fabric,No,168.64,2306022.72,30732.12,No
BRAND-0618,Brand_618,D,Hemp,Yes,373.74,1856025.14,14625.2,Yes
BRAND-0619,Brand_619,D,Bamboo Fabric,No,391.13,1729722.26,31817.05,Yes
BRAND-0620,Brand_620,A,Bamboo Fabric,Yes,385.2,4180863.13,15162.44,Yes
BRAND-0621,Brand_621,D,Organic Cotton,Yes,278.92,524391.31,52985.19,No
BRAND-0622,Brand_622,A,Tencel,Yes,57.52,3479619.85,20547.78,Yes
BRAND-0623,Brand_623,B,Tencel,No,126.85,875064.82,37609.27,No
BRAND-0624,Brand_624,B,Bamboo Fabric,Yes,44.64,1194643.13,86602.57,Yes
BRAND-0625,Brand_625,D,Vegan Leather,No,353.05,4303516.49,55342.81,No
